# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      71.350        0.000     2105.168     2968.918
      71.360        0.000     2105.168     2968.918
      71.371       96.700     2105.168     2968.918
      71.381        0.000     2105.168     2968.918
      71.392        0.000     2105.168     2968.918
      71.402        0.000     2105.168     2968.918
      71.412        0.000     2105.168     2968.918
      71.423       93.700     2105.168     2968.918
      71.434        0.000     2105.168     2968.918
      71.445        0.000     2105.168     2968.918
      71.455        0.000     2105.168     2968.918
      71.466        0.000     2105.168     2968.918
      71.476        0.000     2105.168     2968.918
      71.487        0.000     2105.168     2968.918
      71.498        0.000     2105.168     2968.918
      71.508       94.500     2105.168     2968.918
      71.519        0.000     2105.168     2968.918
      71.530        0.000     2105.168     2968.918
      71.540        0.000     2105.168     2968.918
      71.551        0.000     2105.168     2968.918
      71.561        0.000     2105.168     2968.918
      71.572        0.000     2105.168     2968.918
      71.583        0.000     2105.168     2968.918
      71.594        0.000     2105.168     2968.918
      71.604        0.000     2105.168     2968.918
      71.615        0.000     2105.168     2968.918
      71.626        0.000     2105.168     2968.918
      71.636        0.000     2105.168     2968.918
      71.647        0.000     2105.168     2968.918
      71.658        0.000     2105.168     2968.918
      71.668        0.000     2105.168     2968.918
      71.679       94.100     2105.168     2968.918
      71.689        0.000     2105.168     2968.918
      71.700        0.000     2105.168     2968.918
      71.711        0.000     2105.168     2968.918
      71.721        0.000     2105.168     2968.918
      71.732        0.000     2105.168     2968.918
      71.743        0.000     2105.168     2968.918
      71.753        0.000     2105.168     2968.918
      71.764        0.000     2105.168     2968.918
      71.775        0.000     2105.168     2968.918
      71.785        0.000     2105.168     2968.918
      71.796        0.000     2105.168     2968.918
      71.806       94.000     2105.168     2968.918
      71.817        0.000     2105.168     2968.918
      71.828        0.000     2105.168     2968.918
      71.838        0.000     2105.168     2968.918
      71.849        0.000     2105.168     2968.918
      71.860        0.000     2105.168     2968.918
      71.870        0.000     2105.168     2968.918
      71.881        0.000     2105.168     2968.918
      71.892        0.000     2105.168     2968.918
      71.903        0.000     2105.168     2968.918
      71.913       94.000     2105.168     2968.918
      71.924        0.000     2105.168     2968.918
      71.935        0.000     2105.168     2968.918
      71.945        0.000     2105.168     2968.918
      71.956       93.700     2105.168     2968.918
      71.967       93.600     2105.168     2968.918
      71.977       93.400     2105.168     2968.918
      71.988        0.000     2105.168     2968.918
      71.999        0.000     2105.168     2968.918
      72.009        0.000     2105.168     2968.918
      72.020        0.000     2105.168     2968.918
      72.031        0.000     2105.168     2968.918
      72.041        0.000     2105.168     2968.918
      72.052        0.000     2105.168     2968.918
      72.063        0.000     2105.168     2968.918
      72.074       93.600     2105.168     2968.918
      72.084        0.000     2105.168     2968.918
      72.095       94.500     2105.168     2968.918
      72.105        0.000     2105.168     2968.918
      72.116        0.000     2105.168     2968.918
      72.126      189.400     2105.168     2968.918
      72.137        0.000     2105.168     2968.918
      72.148        0.000     2105.168     2968.918
      72.158        0.000     2105.168     2968.918
      72.169        0.000     2105.168     2968.918
      72.180        0.000     2105.168     2968.918
      72.191       92.000     2105.168     2968.918
      72.201        0.000     2105.168     2968.918
      72.212        0.000     2105.168     2968.918
      72.222        0.000     2105.168     2968.918
      72.233        0.000     2105.168     2968.918
      72.244       91.900     2105.168     2968.918
      72.254       96.500     2105.168     2968.918
      72.265        0.000     2105.168     2968.918
      72.275        0.000     2105.168     2968.918
      72.285        0.000     2105.168     2968.918
      72.296        0.000     2105.168     2968.918
      72.306        0.000     2105.168     2968.918
      72.316        0.000     2105.168     2968.918
      72.326        0.000     2105.168     2968.918
      72.337        0.000     2105.168     2968.918
      72.347        0.000     2105.168     2968.918
      72.358        0.000     2105.168     2968.918
      72.369        0.000     2105.168     2968.918
      72.379        0.000     2105.168     2968.918
      72.390        0.000     2105.168     2968.918
      72.401        0.000     2105.168     2968.918
      72.411        0.000     2105.168     2968.918
      72.422       93.900     2105.168     2968.918
      72.432        0.000     2105.168     2968.918
      72.443        0.000     2105.168     2968.918
      72.454        0.000     2105.168     2968.918
      72.464        0.000     2105.168     2968.918
      72.475        0.000     2105.168     2968.918
      72.486        0.000     2105.168     2968.918
      72.496        0.000     2105.168     2968.918
      72.507       94.100     2105.168     2968.918
      72.518        0.000     2105.168     2968.918
      72.528        0.000     2105.168     2968.918
      72.539        0.000     2105.168     2968.918
      72.550        0.000     2105.168     2968.918
      72.560        0.000     2105.168     2968.918
      72.571        0.000     2105.168     2968.918
      72.581        0.000     2105.168     2968.918
      72.592       94.200     2105.168     2968.918
      72.603        0.000     2105.168     2968.918
      72.613        0.000     2105.168     2968.918
      72.624        0.000     2105.168     2968.918
      72.634        0.000     2105.168     2968.918
      72.645        0.000     2105.168     2968.918
      72.656        0.000     2105.168     2968.918
      72.666        0.000     2105.168     2968.918
      72.677        0.000     2105.168     2968.918
      72.687        0.000     2105.168     2968.918
      72.698        0.000     2105.168     2968.918
      72.709       94.000     2105.168     2968.918
      72.719        0.000     2105.168     2968.918
      72.730        0.000     2105.168     2968.918
